資料日期,代號,名稱,交易,收市,漲跌,開市,最高,最低,筆數,單位,金額,均價,明日參價,明日漲停,明日跌停
2017-09-25,12581,其祥一KY,等價,,,,,,,,,101.97,102.00,112.20,91.80
2017-09-25,12581,其祥一KY,議價,,,,,,,,,,,,
2017-09-25,13162,上曜二,等價,,,,,,,,,161.00,161.00,177.00,144.90
2017-09-25,13162,上曜二,議價,,,,,,,,,,,,
2017-09-25,14321,大魯閣一,等價,,,,,,,,,105.00,105.00,115.50,94.50
2017-09-25,14321,大魯閣一,議價,,,,,,,,,,,,
2017-09-25,14322,大魯閣二,等價,,,,,,,,,102.25,102.35,112.55,92.15
2017-09-25,14322,大魯閣二,議價,,,,,,,,,,,,
2017-09-25,14423,名軒三,等價,,,,,,,,,141.00,141.00,155.00,126.90
2017-09-25,14423,名軒三,議價,,,,,,,,,,,,
2017-09-25,14662,聚隆二,等價,,,,,,,,,104.00,102.40,112.60,92.20
2017-09-25,14662,聚隆二,議價,,,,,,,,,,,,
2017-09-25,14663,聚隆三,等價,,,,,,,,,102.28,103.15,113.45,92.85
2017-09-25,14663,聚隆三,議價,,,,,,,,,,,,
2017-09-25,15061,正道一,等價,,,,,,,,,107.00,107.00,117.70,96.30
2017-09-25,15061,正道一,議價,,,,,,,,,,,,
2017-09-25,15302,亞崴二,等價,,,,,,,,,101.60,101.60,111.75,91.45
2017-09-25,15302,亞崴二,議價,,,,,,,,,,,,
2017-09-25,15661,捷邦一,等價,,,,,,,,,103.00,103.00,113.30,92.70
2017-09-25,15661,捷邦一,議價,,,,,,,,,,,,
2017-09-25,15695,濱川五,等價,,,,,,,,,181.00,180.00,198.00,162.00
2017-09-25,15695,濱川五,議價,,,,,,,,,,,,
2017-09-25,15822,信錦二,等價,,,,,,,,,142.05,142.00,156.00,127.80
2017-09-25,15822,信錦二,議價,,,,,,,,,,,,
2017-09-25,15831,程泰一,等價,101.20,+0.10,101.20,101.20,101.20,1,2,"202,400",101.20,101.20,111.30,91.10
2017-09-25,15831,程泰一,議價,,,,,,,,,,,,
2017-09-25,15861,和勤一,等價,166.00,-3.00,170.00,170.00,166.00,13,24,"4,000,000",166.66,166.00,182.00,149.40
2017-09-25,15861,和勤一,議價,,,,,,,,,,,,
2017-09-25,15891,永冠一KY,等價,,,,,,,,,102.55,107.10,117.80,96.40
2017-09-25,15891,永冠一KY,議價,,,,,,,,,,,,
2017-09-25,15892,永冠二KY,等價,,,,,,,,,99.50,99.50,109.45,89.55
2017-09-25,15892,永冠二KY,議價,,,,,,,,,,,,
2017-09-25,15931,祺驊一,等價,,,,,,,,,110.50,110.50,121.55,99.45
2017-09-25,15931,祺驊一,議價,,,,,,,,,,,,
